person,dialogue
monica,well we appreciate anything you can tell us
monica,oh my god
monica,thank you to chandler i think i just had a tiny orgasm
chandler,thats great to monica can i see the book
chandler,you want me to wash my hands first dont you
monica,its its just so pretty and white
monica,can i adopt you
rachel,all right all right youre right i wont do anything with joey i just thought that we joey enters the hall ok so that would be two cups of tarragon one pound of baking soda and one red onion joey enters his apartment
monica,what the hell are you cooking
ross,hey
monica,hey
chandler,hey
ross,hey you guys wont believe what i have to do for work today
chandler,yes but ross you chose a career of talking about dinosaurs
ross,covering with his hand chandlers face like pretending hes not there to monica therere these two professors who are joining my department and i have to meet them here and show them around campus
monica,whats so bad about that
ross,its i just know theyre gonna be a couple of windbags wearing tweed jackets with suede elbow patches
monica,fingering her elbow ross
ross,looking his elbow where theres a patch these arent suede
ross,hi hi im ross geller
chandler,but you come first
rachel,im there
joey,bye
rachel,bye see ya she goes
chandler,sitting down on the couch ok
joey,all right so how did it go at the fertility clinic
chandler,not as much fun as last time apparently you only get porn if youre giving a sperm sample
ross,soso what did the doctor say
chandler,well theres surrogacy but monica has dreamt her whole life of carrying a child she has felt that watching a surrogate would be too hard for her
joey,so youre ruling out surrogacy
chandler,yeah
joey,so i dont have to learn what that means
chandler,aside from adoption the only other choice is insemination so were talking about sperm donors
joey,yeah definitely definitely ok what do you wanna see first
joey,looking puzzled and nodding ok
joey,i know yeah
joey,ok let me stop you right there the mets suck ok you wanna see the yankees
joey,which one they all suck
joey,looking puzzled i dont think so
rachel,to the receptionist hi there
rachel,oh hi i have a massage appointment under rachel green and here is my gift certificate
rachel,and taped back together
rachel,looking thoughtful ok thats true thats true we can do this youre right youre right we can do this were just gonna power through
joey,hey chandler can i talk to you for a second points to the hall
rachel,to joey no need problem solved we are powering through at which point she grabs his hand and pulls him back to their apartment
monica,sees what he is doing chandler stop it is not going to pop open
chandler,without taking his eyes off the bra you dont know monica just smiles
monica,hey phoebe
phoebe,hey
monica,is amanda here yet
phoebe,no
monica,sits down oh good good look im so sorry for screwing up that cuttingherout plan but i have a new plan chandler agreed to call here in a few minutes with an emergency
phoebe,oh well what kind of emergency that gets us both out of here
chandler,but its all so overwhelming i dont know where to start
monica,hey wait a second i can help you with this you just need to be organized we can make a list of your qualifications and categorize jobs by industry there could be folders and files
chandler,hey this is where your hyperorganizedpainintheass stuff pays off
monica,i know my erection is back
joey,to gunther who comes over with coffee and a muffin thank you
phoebe,joey can i have a sip of your coffee and a bite of your muffin
joey,okay
joey, pheebs have you ever been bitten by a hungry italian
phoebe,im sorry its just im a little short on cash
joey,if you want i could loan you some money
ross,oh thats right to emma daddy and uncle joey are going on a trip today were going to a conference in barbados right
joey,mmhmmh
ross,to emma can you say barbados
joey,barbados
ross,ok i gotta say i mean it means so much to me that you guys are coming all the way over there to hear me do my speech uh and ive a surprise uh i had to pull some strings but i was able to get everyone passes to the entire conference thats right he gives them their passes this babies will get you into all the paleontology lectures and seminars
rachel,do you have anything that would get us out of them
chandler,yeah ross i mean were excited to hear the speech but the rest of the time were gonna wanna do you know islands stuff
phoebe,i think david would probably wanna hear a few lectures
ross,oh right because hes a scientist
phoebe,no no because you know hes been in minsk for  years and if he gets too much direct sunlight hell die
ross,ok we gotta go yeah so well see you guys tomorrow
joey,all right lets do it  hour flight with charlie have a couple of drinks get under that blanket and do what comes naturally
rachel,what you really think she is hot
chandler,are you kidding if i wasnt married she would be rejecting me right now
rachel,joey
joey,looking at molly outsidehow do you think shes doing
rachel,am i the only one that doesnt think she is hot ross
ross,nehhi mean shes not unattractive buthotmaking his face as if saying no
rachel,thank you
chandler,now that rachels gone
ross,so hot i cried myself to sleep last night
