person,dialogue
rachel,"yeah! you know, ever since i had that dream about him, and can't get it out of my head! and what's the big deal, people do it all the time!"
monica,who? who do you know that are friends that just fool around?
rachel,"ok, off the top of my head... don and janet."
monica,"who, who are they?"
rachel,i know them from work.
monica,both of them?
rachel,"no, one of them..."
monica,which one?
rachel,"i don't know, what were the names i just said?"
monica,"rachel, things can get incredibly complicated."
ross,"yeah, right! what was last time he met a submission deadline for an abstract (he and charlie laugh, then joey starts laughing too without any reason) well, why are you laughing?"
joey,"just... seeing what it'd be like to be a paleontologist... it's fun, yeah!"
ross,"professor sherman, yeah. i've a meeting with him today."
ross,"yeah, well... i think i know how to dazzle him."
rachel,"oh... you're not gonna do a magic trick, are ya?"
ross,"tsz... no! (he goes to sit down, dropping a multicoloured silk streamer off his sleeve)."
chandler,(entering) hey guys!
ross,"wait a minute, you guys. oh, i wanna ask you something. i-i i may get to speak at this paleontology convention and if i do, i'd love for you guys to come and hear me."
chandler,"i think i can safely say that we all have family issues, work stuff and/or are sick."
ross,it's in barbados.
chandler,"yeah, ok. i'm sure that doctor's office can't be worst than on a class trip to the hershey's factory!"
monica,(really embarrassed) oh!
chandler,"oh, yeah! rachel talks too!"
joey,(sipping red wine from a glass) who says that wine has to cost more than milk!
joey,heeey!
joey,"come on in, how are ya?"
joey,can i offer you a drink?
joey,"uh-oh. i hade a pretty hectic day at work too, today i had to open a door and go (looking scared) ohhhh!"
joey,"hey, if you need a tour guide... (point to himself)"
rachel,"well, it was good.. until we got back to our apartment, and then we were fooling around and he started to put his hand up my leg and i kept slapping it away!"
chandler,you didn't like that?
rachel,"well, it wasn't just me, alright? he freaked out too! he couldn't even undo my bra!"
monica,"wow, really? one time he just looked at my bra and it popped open."
rachel,"i do not know what's wrong with us, i mean, we have kissed before and that's been great! but this time it was leading somewhere and i was very aware of the fact that it was joey touching me."
monica,"well, you guys have been friends forever. remember the first time that you kissed ross? how weird that was? you couldn't stop laughing? you got through that."
chandler,hey!
monica,"good morning, tiger! i'm making you a nice big breakfast so you can keep up your strength for tonight. you're gonna get me good and pregnant."
chandler,i've got nowhere to go this morning. i'm unemployed! i don't know what i'm gonna do with my life.
monica,"well, i just lost my erection."
chandler,"i mean, what am i supposed to do with myself?"
monica,you're supposed to find your passion in life. you can be whatever you wanna be now. it's exciting.
joey,(entering) hey! i'm all packed and ready to go!
ross,hey you guys!
joey,hey!
rachel,"shhhh…don’t say that loud, gunther gonna wants to hug me…(chandler and joey nod in agreement)"
ross,"err…good news everyone, we finally found a nanny. (point to molly)this is molly. molly, (point to chandler) chandler, (point to joey) joey."
ross,"(looking at emma) oop, somebody get a little fussy."
joey,you damn right i am. i’ve been waiting for cookies for 7 minutes!
rachel,"ok. you know what, i just gonna take her outside."
rachel,"wow, molly is just great!"
ross,yeah
chandler,"yes, bravo on the hot nanny."
chandler,no!
ross,ok! last night after the party i saw rachel kissing that jerk from her office out on your balcony.
chandler,our balcony? seriously? that's so funny because i told monica we should put lights on our balcony. and she said
ross,"right that's why i came over to talk about. hum...i saw rachel kissing some guy on your balcony,"
chandler,so are you gonna...talk to her?
ross,"why...why should i? i mean if she wants to move on, that's fine!"
chandler,"you know when ""that's fine"" sounds true when someone yells it and spits!"
ross,no i'm serious. i mean she wants to date people? fine! i don't care but...at least she could have told me. you know
chandler,no no no. good. so you're moving on? do you have any idea where you're moving?
rachel,"yeah so get ready to hear alot of ehm...boohaki, goshdarnit and brotherpucker."
monica,how do you know she's gonna start talking?
rachel,well when i talk to her i almost feel like she understands what i'm saying.
chandler,kinda like joey.
joey,(who wasn't paying attention)what's that now?
monica,god! look at all these tickets! it's so exciting! you know i haven't won anything since the sixth grade.
chandler,pie eating contest?
monica,oh! you assume because i was heavy that's the only way i could win something?
chandler,"no, i saw a picture of you covered in blueberries."
joey,"rach, i gotta say...if you weren't here wondering if these guys were gay i don't know if i could do this!"
rachel,"oh, i'm sorry, you're right.i'm sorry, good luck! (they hug)"
rachel,"(watching a television where the scene is shown, startled) oh!"
rachel,ssshhhhttt!!he's asking her a question!!
rachel,"no! (pause) or, cut!you know, that's your call!"
ross,i think you made it clear you cannot be trusted with the ball inside the house!
joey,(after ross leaves the room) aaand send! (he hits the send button)
rachel,hey! how was basketball?
joey,"oh, it was a lot of fun right up until chandler got a finger in the eye!"
rachel,"oh, no! who did that?"
joey,chandler... hey... (he goes towards his room but he stops near emma's cot) rach... what's hugsy doin' in the crib with emma? (he looks puzzled)
rachel,"she was just crawling around and she found him, so i just let her sleep with him. that's all right? isn't it?"
joey,"(still very puzzled) oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults... i know that!"
rachel,"joey... are you sure? i mean, i know how much you love him!"
joey,"rachel... let's be clear on this, ok? i do not love hugsy. i like him a normal amount..."
chandler,(caresses the wall with his finger) bye!
ross,"okay, uhm... hey, you guys seen joey anywhere?"
chandler,he's probably in his room with his current girlfriend charlie. that's the situation as we know it... (walks to phoebe and monica)
ross,"well, if you see him could you please tell him i'm looking for him?"
chandler,you got it!
ross,thanks! (walks out of the room and starts hugging the wall) thank you! (closes the door)
monica,"other wall, people! other wall!"
ross,"(knocks on door) rach, you there? (joey and rachel both get up from the bed)"
joey,"oh my god, it's ross. what are we gonna do?"
chandler,"yeah. that’s a lot of cats, jolene. single, are ya?"
chandler,chandler bing.
joey,[on phone] hey. how come you’re answering your own phone? where’s your crazy assistant?
chandler,"what’s up, joe?"
monica,wow! i had no idea you had this much pride.
chandler,that's right! i do! and i'm your man. and i'm going to get us through this situation even if it means you working twice as hard.
phoebe,oh...you don't have to go...i have something that will fit you.
phoebe,i want you to stay.
phoebe,why don't you turn them inside o-
phoebe,i'll miss you.
phoebe,great! ok...i'll go get the tube top.
phoebe,"wow..mike hannigan...you sure know how to make a girl say ""hell yeah!"""
phoebe,yeah! let's do it! let's live together! (they embrace and mike kisses phoebe)
monica,thank you so much for seeing us. phoebe has told us such great things about you guys.
chandler,"so, a lot of malfunctioning wee-wees and hoo-hoos in this room, huh?"
chandler,"i mean, you have a lovely home."
monica,"well, we appreciate anything you can tell us."
monica,oh my god!
monica,thank you. (to chandler.) i think i just had a tiny orgasm.
chandler,that's great. (to monica.) can i see the book?
chandler,"you want me to wash my hands first, don't you?"
monica,it's.. it's just so pretty and white.
monica,can i adopt you?
rachel,"all right, all right, you're right, i won't do anything with joey, i just thought that we (joey enters the hall) ok so that would be two cups of tarragon, one pound of baking soda and one red onion? (joey enters his apartment)"
monica,what the hell are you cooking!
ross,hey!
monica,hey!
chandler,hey!
ross,"hey, you guys won't believe what i have to do for work today."
chandler,"yes, but, ross you chose a career of talking about dinosaurs."
ross,"(covering with his hand chandler's face, like pretending he's not there) (to monica) there're these two professors who are joining my department and i have to meet them here and show them around campus."
monica,what's so bad about that?
ross,it's i just know they're gonna be a couple of windbags wearing tweed jackets with suede elbow patches.
monica,(fingering her elbow): ross?
ross,"(looking his elbow, where there's a patch) these aren't suede."
ross,"hi, hi, i'm ross geller."
chandler,but you come first!
rachel,i'm there!
joey,bye.
rachel,"bye, see ya. (she goes)"
chandler,(sitting down on the couch) ok.
joey,"all right, so. how did it go at the fertility clinic?"
chandler,not as much fun as last time. apparently you only get porn if you're giving a sperm sample.
