person,dialogue
ross,"Alright, I'm gonna go find them... (twitches a bit, looks down) I just need a... need a before I can... you know. (gestures standing up... they sit and wait for a while) Grandma... grandma... grandma... (he tries to concentrate...) Okay, I see you later."
phoebe,That's the door. He's gone...
chandler,And she's... turning on the TV... and watching... Miss Congeniality!
monica,"Honey, if you know it through a wall, you know it too well!"
ross,"Hey, what are you guys doing?"
phoebe,"Oh, we're just... we're sad to go so we're just saying goodbye to the hotel. (hugs the wall) I love you... Paradise Hotel, Golf resort and Spa... (she walks away from the wall)"
monica,"(also hugs the wall) Yeah, we had a great time, thank you! (walks to Phoebe)"
chandler,Maybe i should quit and get a job that pays.
monica,Oh...But you're finally doing something that you love! i can't ask you to give that up. Though it'd be nice if the thing that you love was..y'know..finding gold
chandler,You know what? You know what? I think we're making too big a deal out of this. ok? So we pay our bills a little late this month. And maybe next month we cut back on a few things. And maybe we start eating out of Joey's refridgerator for a change. You're chef..what can you make out of bacon soda and beer?
monica,Ok worse case scenario is...we borrow some money from my parents.
chandler,No! We're not borrowing money.
monica,Why not?
chandler,Because we don't do that. We are Bings! And if there's one thing my father taught me was...well to always knock before going into the poolhouse...But the other thing was...never borrow money.
phoebe,"Well, they may be a handful, but they're so cute."
phoebe,"Oh, god, the last time I babysat them, they did the funniest thing.."
phoebe,"That's a, that's a long time."
phoebe,"Yeah, I know, Frank. I counted them when they were coming out of my area."
phoebe,What?
phoebe,"Oh my god, Frank, are you thinking of leaving? Because I didn't have those triplets so you could just run out on them!"
phoebe,What?! You can't separate them! That's terrible. Which one?
monica,You wanna fool around with Joey?
rachel,"Yeah! You know, ever since I had that dream about him, and can't get it out of my head! And what's the big deal, people do it all the time!"
monica,Who? Who do you know that are friends that just fool around?
rachel,"Ok, off the top of my head... Don and Janet."
monica,"Who, who are they?"
rachel,I know them from work.
monica,Both of them?
rachel,"No, one of them..."
monica,Which one?
rachel,"I don't know, what were the names I just said?"
monica,"Rachel, things can get incredibly complicated."
ross,"Yeah, right! What was last time he met a submission deadline for an abstract (he and Charlie laugh, then Joey starts laughing too without any reason) Well, why are you laughing?"
joey,"Just... seeing what it'd be like to be a paleontologist... it's fun, yeah!"
ross,"Professor Sherman, yeah. I've a meeting with him today."
ross,"Yeah, well... I think I know how to dazzle him."
rachel,"Oh... you're not gonna do a magic trick, are ya?"
ross,"Tsz... NO! (he goes to sit down, dropping a multicoloured silk streamer off his sleeve)."
chandler,(entering) Hey guys!
ross,"Wait a minute, you guys. Oh, I wanna ask you something. I-I I may get to speak at this paleontology convention and if I do, I'd love for you guys to come and hear me."
chandler,"I think I can safely say that we all have family issues, work stuff and/or are sick."
ross,It's in Barbados.
chandler,"Yeah, ok. I'm sure that doctor's office can't be worst than on a class trip to the Hershey's factory!"
monica,(really embarrassed) OH!
chandler,"Oh, yeah! RACHEL TALKS TOO!"
joey,(sipping red wine from a glass) Who says that wine has to cost more than milk!
joey,Heeey!
joey,"Come on in, how are ya?"
joey,Can I offer you a drink?
joey,"Uh-oh. I hade a pretty hectic day at work too, today I had to open a door and go (looking scared) ohhhh!"
joey,"Hey, if you need a tour guide... (point to himself)"
rachel,"Well, it was good.. until we got back to our apartment, and then we were fooling around and he started to put his hand up my leg and I kept slapping it away!"
chandler,You didn't like that?
rachel,"Well, it wasn't just me, alright? He freaked out too! He couldn't even undo my bra!"
monica,"Wow, really? One time he just looked at my bra and it popped open."
rachel,"I do not know what's wrong with us, I mean, we have kissed before and that's been great! But this time it was leading somewhere and I was very aware of the fact that it was Joey touching me."
monica,"Well, you guys have been friends forever. Remember the first time that you kissed Ross? How weird that was? You couldn't stop laughing? You got through that."
chandler,Hey!
monica,"Good morning, Tiger! I'm making you a nice big breakfast so you can keep up your strength for tonight. You're gonna get me good and pregnant."
chandler,I've got nowhere to go this morning. I'm unemployed! I don't know what I'm gonna do with my life.
monica,"Well, I just lost my erection."
chandler,"I mean, what am I supposed to do with myself?"
monica,You're supposed to find your passion in life. You can be whatever you wanna be now. It's exciting.
joey,(entering) Hey! I'm all packed and ready to go!
ross,Hey you guys!
joey,Hey!
rachel,"Shhhh…don’t say that loud, Gunther gonna wants to hug me…(Chandler and Joey nod in agreement)"
ross,"Err…Good news everyone, we finally found a nanny. (Point to Molly)This is Molly. Molly, (point to Chandler) Chandler, (point to Joey) Joey."
ross,"(looking at Emma) Oop, somebody get a little fussy."
joey,You damn right I am. I’ve been waiting for cookies for 7 minutes!
rachel,"Ok. You know what, I just gonna take her outside."
rachel,"Wow, Molly is just great!"
ross,Yeah
chandler,"Yes, bravo on the HOT nanny."
chandler,No!
ross,OK! Last night after the party I saw Rachel kissing that jerk from her office out on your balcony.
chandler,Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. And she said
ross,"Right that's why I came over to talk about. Hum...I saw Rachel kissing some guy on your balcony,"
chandler,So are you gonna...talk to her?
ross,"Why...Why should I? I mean if she wants to move on, that's fine!"
chandler,"You know when ""That's fine"" sounds true when someone yells it and spits!"
ross,No I'm serious. I mean she wants to date people? Fine! I don't care but...at least she could have told me. You know
chandler,No no no. Good. So you're moving on? Do you have any idea where you're moving?
rachel,"Yeah so get ready to hear alot of ehm...boohaki, goshdarnit and brotherpucker."
monica,How do you know she's gonna start talking?
rachel,Well when I talk to her I almost feel like she understands what I'm saying.
chandler,Kinda like Joey.
joey,(who wasn't paying attention)What's that now?
monica,God! Look at all these tickets! It's so exciting! You know I haven't won anything since the sixth grade.
chandler,Pie eating contest?
monica,Oh! You assume because I was heavy that's the only way I could win something?
chandler,"No, I saw a picture of you covered in blueberries."
joey,"Rach, I gotta say...if you weren't here wondering if these guys were gay I don't know if I could do this!"
rachel,"Oh, I'm sorry, you're right.I'm sorry, good luck! (they hug)"
rachel,"(watching a television where the scene is shown, startled) OH!"
rachel,SSSHHHHTTT!!He's asking her a question!!
rachel,"NO! (pause) Or, cut!You know, that's your call!"
ross,I think you made it clear you cannot be trusted with the ball inside the house!
joey,(after Ross leaves the room) aaand SEND! (he hits the send button)
rachel,Hey! How was basketball?
joey,"Oh, it was a lot of fun right up until Chandler got a finger in the eye!"
rachel,"Oh, no! Who did that?"
joey,Chandler... hey... (he goes towards his room but he stops near Emma's cot) Rach... what's Hugsy doin' in the crib with Emma? (he looks puzzled)
rachel,"She was just crawling around and she found him, so I just let her sleep with him. That's all right? Isn't it?"
joey,"(still very puzzled) Oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults... I know that!"
rachel,"Joey... are you sure? I mean, I know how much you love him!"
joey,"Rachel... let's be clear on this, ok? I do not love Hugsy. I like him a normal amount..."
chandler,(caresses the wall with his finger) Bye!
ross,"Okay, uhm... Hey, you guys seen Joey anywhere?"
chandler,He's probably in his room with his current girlfriend Charlie. That's the situation as we know it... (walks to Phoebe and Monica)
ross,"Well, if you see him could you please tell him I'm looking for him?"
chandler,You got it!
ross,Thanks! (walks out of the room and starts hugging the wall) Thank you! (closes the door)
monica,"Other wall, people! Other wall!"
ross,"(knocks on door) Rach, you there? (Joey and Rachel both get up from the bed)"
joey,"Oh my God, it's Ross. What are we gonna do?"
chandler,"Yeah. That’s a lot of cats, Jolene. Single, are ya?"
chandler,Chandler Bing.
joey,[On phone] Hey. How come you’re answering your own phone? Where’s your crazy assistant?
chandler,"What’s up, Joe?"
monica,Wow! I Had no idea you had this much pride.
chandler,That's right! I do! And I'm your man. And i'm going to get us through this situation even if it means you working twice as hard.
phoebe,Oh...you don't have to go...I have something that will fit you.
phoebe,I want you to stay.
phoebe,Why don't you turn them inside o-
phoebe,I'll miss you.
phoebe,Great! Ok...I'll go get the tube top.
phoebe,"Wow..Mike Hannigan...You sure know how to make a girl say ""Hell yeah!"""
phoebe,Yeah! Let's do it! Let's live together! (They embrace and Mike kisses Phoebe)
monica,Thank you so much for seeing us. Phoebe has told us such great things about you guys.
chandler,"So, a lot of malfunctioning wee-wees and hoo-hoos in this room, huh?"
chandler,"I mean, you have a lovely home."
monica,"Well, we appreciate anything you can tell us."
monica,Oh my god!
monica,Thank you. (To Chandler.) I think I just had a tiny orgasm.
chandler,That's great. (To Monica.) Can I see the book?
chandler,"You want me to wash my hands first, don't you?"
monica,It's.. It's just so pretty and white.
monica,Can I adopt you?
rachel,"All right, all right, you're right, I won't do anything with Joey, I just thought that we (Joey enters the hall) Ok so that would be two cups of tarragon, one pound of baking soda and one red onion? (Joey enters his apartment)"
monica,What the hell are you cooking!
ross,Hey!
monica,Hey!
chandler,Hey!
ross,"Hey, you guys won't believe what I have to do for work today."
chandler,"Yes, but, Ross you chose a career of talking about dinosaurs."
ross,"(covering with his hand Chandler's face, like pretending he's not there) (to Monica) There're these two professors who are joining my department and I have to meet them here and show them around campus."
monica,What's so bad about that?
ross,It's I just know they're gonna be a couple of windbags wearing tweed jackets with suede elbow patches.
monica,(fingering her elbow): Ross?
ross,"(looking his elbow, where there's a patch) These aren't suede."
ross,"Hi, hi, I'm Ross Geller."
chandler,But you come first!
rachel,I'm there!
joey,Bye.
rachel,"Bye, see ya. (she goes)"
chandler,(sitting down on the couch) Ok.
joey,"All right, so. How did it go at the fertility clinic?"
chandler,Not as much fun as last time. Apparently you only get porn if you're giving a sperm sample.
